
127,83,160;127,83,160;117,96,246;123,45,146;120,7,5;127,83,160;117,96,246;123,45,146;120,7,5;127,83,160;117,96,246;120,7,5;120,7,5;127,83,160;127,83,160;127,83,160;
45,70,4;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;41,160,245;255,255,255;38,121,104;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;48,108,145;
45,70,4;45,70,4;41,160,245;48,108,145;38,121,104;41,160,245;41,160,245;41,160,245;38,121,104;38,121,104;41,160,245;48,108,145;38,121,104;255,255,255;48,108,145;48,108,145;
45,70,4;45,70,4;41,160,245;48,108,145;38,121,104;41,160,245;41,160,245;41,160,245;38,121,104;38,121,104;41,160,245;48,108,145;38,121,104;45,70,4;48,108,145;48,108,145;
255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;
119,39,38;255,255,255;255,255,255;255,255,255;255,255,255;116,128,24;255,255,255;113,90,138;109,52,124;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;
119,39,38;119,39,38;255,255,255;119,39,38;119,39,38;116,128,24;113,90,138;113,90,138;109,52,124;116,128,24;255,255,255;109,52,124;109,52,124;255,255,255;255,255,255;255,255,255;
119,39,38;119,39,38;119,39,38;119,39,38;119,39,38;116,128,24;113,90,138;113,90,138;109,52,124;116,128,24;113,90,138;109,52,124;109,52,124;116,128,24;255,255,255;119,39,38;
119,39,38;119,39,38;119,39,38;119,39,38;119,39,38;116,128,24;113,90,138;113,90,138;109,52,124;116,128,24;113,90,138;109,52,124;109,52,124;116,128,24;113,90,138;119,39,38;
119,39,38;116,128,24;116,128,24;119,39,38;119,39,38;116,128,24;116,128,24;109,52,124;119,39,38;116,128,24;113,90,138;109,52,124;119,39,38;119,39,38;116,128,24;116,128,24;
255,255,255;109,102,188;255,255,255;112,13,74;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;106,64,174;255,255,255;255,255,255;116,51,88;255,255,255;
112,13,74;109,102,188;112,13,74;112,13,74;255,255,255;109,102,188;255,255,255;106,64,174;106,64,174;255,255,255;106,64,174;106,64,174;255,255,255;116,51,88;116,51,88;112,13,74;
112,13,74;109,102,188;112,13,74;112,13,74;106,64,174;109,102,188;109,102,188;106,64,174;106,64,174;109,102,188;106,64,174;106,64,174;116,51,88;116,51,88;116,51,88;112,13,74;
106,64,174;106,64,174;109,102,188;112,13,74;106,64,174;106,64,174;106,64,174;106,64,174;106,64,174;106,64,174;106,64,174;106,64,174;112,13,74;112,13,74;116,51,88;116,51,88;
255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;181,178,239;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;178,13,225;174,229,83;255,255,255;255,255,255;171,191,69;
174,229,83;181,178,239;255,255,255;171,191,69;181,178,239;181,178,239;181,178,239;178,13,225;174,229,83;181,178,239;178,13,225;178,13,225;174,229,83;174,229,83;171,191,69;171,191,69;
174,229,83;181,178,239;171,191,69;171,191,69;181,178,239;181,178,239;181,178,239;178,13,225;174,229,83;181,178,239;178,13,225;178,13,225;174,229,83;174,229,83;171,191,69;171,191,69;
174,229,83;174,229,83;181,178,239;181,178,239;174,229,83;178,13,225;178,13,225;181,178,239;178,13,225;171,191,69;174,229,83;174,229,83;171,191,69;171,191,69;174,229,83;174,229,83;
255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;197,165,117;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;184,12,189;204,242,17;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;191,216,90;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;177,190,34;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;194,0,231;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;187,178,76;181,229,175;255,255,255;200,203,131;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;174,25,20;255,255,255;255,255,255;255,255,255;255,255,255;
255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;174,25,20;197,165,117;197,165,117;204,242,17;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;184,12,189;184,12,189;204,242,17;204,242,17;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;177,190,34;184,12,189;191,216,90;191,216,90;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;177,190,34;177,190,34;177,190,34;191,216,90;255,255,255;255,255,255;255,255,255;255,255,255;194,0,231;255,255,255;255,255,255;177,190,34;255,255,255;255,255,255;255,255,255;255,255,255;187,178,76;181,229,175;194,0,231;194,0,231;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;187,178,76;187,178,76;181,229,175;181,229,175;200,203,131;200,203,131;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;187,178,76;181,229,175;255,255,255;200,203,131;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;174,25,20;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;174,25,20;174,25,20;174,25,20;197,165,117;255,255,255;255,255,255;
255,255,255;255,255,255;255,255,255;255,255,255;174,25,20;174,25,20;197,165,117;197,165,117;204,242,17;204,242,17;204,242,17;255,255,255;255,255,255;255,255,255;255,255,255;184,12,189;184,12,189;184,12,189;204,242,17;204,242,17;191,216,90;255,255,255;255,255,255;255,255,255;255,255,255;177,190,34;177,190,34;184,12,189;191,216,90;191,216,90;255,255,255;255,255,255;255,255,255;194,0,231;177,190,34;177,190,34;177,190,34;177,190,34;191,216,90;191,216,90;255,255,255;187,178,76;181,229,175;194,0,231;194,0,231;177,190,34;177,190,34;177,190,34;191,216,90;255,255,255;187,178,76;187,178,76;181,229,175;194,0,231;194,0,231;200,203,131;177,190,34;255,255,255;255,255,255;255,255,255;187,178,76;187,178,76;181,229,175;181,229,175;200,203,131;200,203,131;200,203,131;255,255,255;255,255,255;187,178,76;187,178,76;187,178,76;181,229,175;181,229,175;200,203,131;200,203,131;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;187,178,76;181,229,175;255,255,255;174,25,20;174,25,20;174,25,20;197,165,117;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;174,25,20;174,25,20;174,25,20;174,25,20;197,165,117;197,165,117;255,255,255;
204,242,17;255,255,255;255,255,255;174,25,20;174,25,20;174,25,20;197,165,117;197,165,117;204,242,17;204,242,17;204,242,17;204,242,17;255,255,255;255,255,255;174,25,20;184,12,189;184,12,189;184,12,189;204,242,17;204,242,17;191,216,90;191,216,90;255,255,255;194,0,231;177,190,34;177,190,34;177,190,34;184,12,189;191,216,90;191,216,90;191,216,90;187,178,76;194,0,231;194,0,231;177,190,34;177,190,34;177,190,34;177,190,34;191,216,90;191,216,90;187,178,76;187,178,76;181,229,175;194,0,231;194,0,231;177,190,34;177,190,34;177,190,34;191,216,90;191,216,90;187,178,76;187,178,76;181,229,175;194,0,231;194,0,231;200,203,131;177,190,34;177,190,34;191,216,90;187,178,76;187,178,76;187,178,76;181,229,175;181,229,175;200,203,131;200,203,131;200,203,131;200,203,131;187,178,76;187,178,76;187,178,76;187,178,76;181,229,175;181,229,175;200,203,131;200,203,131;200,203,131;197,165,117;255,255,255;187,178,76;187,178,76;187,178,76;181,229,175;181,229,175;174,25,20;174,25,20;174,25,20;197,165,117;197,165,117;255,255,255;255,255,255;187,178,76;174,25,20;174,25,20;174,25,20;174,25,20;174,25,20;197,165,117;197,165,117;204,242,17;
204,242,17;187,178,76;174,25,20;174,25,20;174,25,20;174,25,20;197,165,117;197,165,117;204,242,17;204,242,17;204,242,17;204,242,17;204,242,17;174,25,20;174,25,20;184,12,189;184,12,189;184,12,189;204,242,17;204,242,17;191,216,90;191,216,90;194,0,231;194,0,231;177,190,34;177,190,34;177,190,34;184,12,189;191,216,90;191,216,90;191,216,90;187,178,76;194,0,231;194,0,231;177,190,34;177,190,34;177,190,34;177,190,34;191,216,90;191,216,90;187,178,76;187,178,76;181,229,175;194,0,231;194,0,231;177,190,34;177,190,34;177,190,34;191,216,90;191,216,90;187,178,76;187,178,76;181,229,175;194,0,231;194,0,231;200,203,131;177,190,34;177,190,34;191,216,90;187,178,76;187,178,76;187,178,76;181,229,175;181,229,175;200,203,131;200,203,131;200,203,131;200,203,131;187,178,76;187,178,76;187,178,76;187,178,76;181,229,175;181,229,175;200,203,131;200,203,131;200,203,131;197,165,117;187,178,76;187,178,76;187,178,76;187,178,76;181,229,175;181,229,175;174,25,20;174,25,20;174,25,20;197,165,117;197,165,117;187,178,76;187,178,76;187,178,76;174,25,20;174,25,20;174,25,20;174,25,20;174,25,20;197,165,117;197,165,117;204,242,17;
204,242,17;174,25,20;174,25,20;174,25,20;174,25,20;174,25,20;174,25,20;197,165,117;197,165,117;204,242,17;204,242,17;174,25,20;174,25,20;174,25,20;174,25,20;174,25,20;184,12,189;184,12,189;204,242,17;204,242,17;191,216,90;204,242,17;194,0,231;194,0,231;174,25,20;184,12,189;184,12,189;184,12,189;191,216,90;191,216,90;187,178,76;187,178,76;194,0,231;194,0,231;177,190,34;177,190,34;177,190,34;177,190,34;191,216,90;191,216,90;187,178,76;187,178,76;194,0,231;194,0,231;177,190,34;177,190,34;177,190,34;177,190,34;191,216,90;191,216,90;187,178,76;187,178,76;181,229,175;181,229,175;200,203,131;200,203,131;200,203,131;177,190,34;191,216,90;191,216,90;187,178,76;187,178,76;181,229,175;181,229,175;200,203,131;200,203,131;200,203,131;200,203,131;187,178,76;187,178,76;187,178,76;187,178,76;181,229,175;181,229,175;200,203,131;200,203,131;200,203,131;200,203,131;187,178,76;187,178,76;187,178,76;187,178,76;181,229,175;174,25,20;174,25,20;200,203,131;200,203,131;197,165,117;187,178,76;187,178,76;204,242,17;187,178,76;174,25,20;174,25,20;174,25,20;174,25,20;197,165,117;197,165,117;197,165,117;187,178,76;
255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;30,101,174;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;17,75,118;255,255,255;36,49,74;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;23,24,19;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;10,126,218;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;40,88,89;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;27,62,33;33,11,188;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;20,113,133;14,37,232;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;
255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;30,101,174;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;30,101,174;30,101,174;30,101,174;36,49,74;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;17,75,118;17,75,118;36,49,74;36,49,74;36,49,74;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;17,75,118;23,24,19;36,49,74;10,126,218;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;23,24,19;10,126,218;10,126,218;10,126,218;255,255,255;40,88,89;40,88,89;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;10,126,218;255,255,255;40,88,89;40,88,89;33,11,188;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;27,62,33;27,62,33;33,11,188;33,11,188;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;20,113,133;20,113,133;14,37,232;33,11,188;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;20,113,133;14,37,232;
33,11,188;255,255,255;255,255,255;30,101,174;255,255,255;255,255,255;255,255,255;255,255,255;20,113,133;14,37,232;255,255,255;255,255,255;30,101,174;30,101,174;30,101,174;36,49,74;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;30,101,174;30,101,174;30,101,174;30,101,174;36,49,74;36,49,74;255,255,255;255,255,255;255,255,255;255,255,255;17,75,118;17,75,118;17,75,118;36,49,74;36,49,74;36,49,74;36,49,74;255,255,255;255,255,255;255,255,255;255,255,255;17,75,118;17,75,118;23,24,19;36,49,74;10,126,218;10,126,218;255,255,255;40,88,89;40,88,89;255,255,255;255,255,255;17,75,118;23,24,19;10,126,218;10,126,218;10,126,218;40,88,89;40,88,89;40,88,89;40,88,89;255,255,255;255,255,255;23,24,19;10,126,218;10,126,218;10,126,218;40,88,89;40,88,89;33,11,188;33,11,188;255,255,255;255,255,255;255,255,255;255,255,255;10,126,218;27,62,33;27,62,33;27,62,33;33,11,188;33,11,188;33,11,188;255,255,255;255,255,255;255,255,255;20,113,133;20,113,133;20,113,133;14,37,232;33,11,188;33,11,188;255,255,255;255,255,255;255,255,255;255,255,255;255,255,255;20,113,133;20,113,133;14,37,232;
33,11,188;33,11,188;30,101,174;30,101,174;30,101,174;36,49,74;255,255,255;20,113,133;20,113,133;14,37,232;33,11,188;30,101,174;30,101,174;30,101,174;30,101,174;36,49,74;36,49,74;255,255,255;20,113,133;14,37,232;30,101,174;30,101,174;30,101,174;30,101,174;30,101,174;36,49,74;36,49,74;36,49,74;255,255,255;255,255,255;17,75,118;17,75,118;17,75,118;17,75,118;36,49,74;36,49,74;36,49,74;36,49,74;36,49,74;40,88,89;40,88,89;17,75,118;17,75,118;17,75,118;23,24,19;36,49,74;10,126,218;10,126,218;40,88,89;40,88,89;40,88,89;40,88,89;17,75,118;17,75,118;23,24,19;10,126,218;10,126,218;10,126,218;40,88,89;40,88,89;40,88,89;40,88,89;40,88,89;23,24,19;23,24,19;10,126,218;10,126,218;10,126,218;40,88,89;40,88,89;33,11,188;33,11,188;33,11,188;255,255,255;23,24,19;10,126,218;10,126,218;27,62,33;27,62,33;27,62,33;33,11,188;33,11,188;33,11,188;33,11,188;255,255,255;20,113,133;20,113,133;20,113,133;20,113,133;14,37,232;33,11,188;33,11,188;33,11,188;30,101,174;255,255,255;255,255,255;20,113,133;20,113,133;20,113,133;14,37,232;
33,11,188;33,11,188;30,101,174;30,101,174;30,101,174;36,49,74;20,113,133;20,113,133;20,113,133;14,37,232;33,11,188;30,101,174;30,101,174;30,101,174;30,101,174;36,49,74;36,49,74;20,113,133;20,113,133;14,37,232;30,101,174;30,101,174;30,101,174;30,101,174;30,101,174;36,49,74;36,49,74;36,49,74;36,49,74;40,88,89;17,75,118;17,75,118;17,75,118;17,75,118;36,49,74;36,49,74;36,49,74;36,49,74;36,49,74;40,88,89;40,88,89;17,75,118;17,75,118;17,75,118;23,24,19;36,49,74;10,126,218;10,126,218;40,88,89;40,88,89;40,88,89;40,88,89;17,75,118;17,75,118;23,24,19;10,126,218;10,126,218;10,126,218;40,88,89;40,88,89;40,88,89;40,88,89;40,88,89;23,24,19;23,24,19;10,126,218;10,126,218;10,126,218;40,88,89;40,88,89;33,11,188;33,11,188;33,11,188;23,24,19;23,24,19;10,126,218;10,126,218;27,62,33;27,62,33;27,62,33;33,11,188;33,11,188;33,11,188;33,11,188;20,113,133;20,113,133;20,113,133;20,113,133;20,113,133;14,37,232;33,11,188;33,11,188;33,11,188;30,101,174;30,101,174;20,113,133;20,113,133;20,113,133;20,113,133;14,37,232;
33,11,188;33,11,188;33,11,188;30,101,174;30,101,174;20,113,133;20,113,133;20,113,133;20,113,133;14,37,232;17,75,118;30,101,174;30,101,174;30,101,174;36,49,74;36,49,74;20,113,133;20,113,133;20,113,133;30,101,174;17,75,118;30,101,174;30,101,174;30,101,174;36,49,74;36,49,74;36,49,74;36,49,74;36,49,74;30,101,174;17,75,118;17,75,118;17,75,118;17,75,118;36,49,74;36,49,74;36,49,74;36,49,74;40,88,89;40,88,89;17,75,118;17,75,118;17,75,118;17,75,118;36,49,74;36,49,74;36,49,74;10,126,218;40,88,89;40,88,89;40,88,89;40,88,89;23,24,19;23,24,19;23,24,19;10,126,218;10,126,218;10,126,218;40,88,89;40,88,89;40,88,89;40,88,89;23,24,19;23,24,19;23,24,19;10,126,218;10,126,218;10,126,218;40,88,89;40,88,89;33,11,188;33,11,188;33,11,188;33,11,188;20,113,133;20,113,133;10,126,218;20,113,133;27,62,33;33,11,188;33,11,188;33,11,188;33,11,188;33,11,188;20,113,133;20,113,133;20,113,133;20,113,133;20,113,133;33,11,188;33,11,188;33,11,188;30,101,174;30,101,174;20,113,133;20,113,133;20,113,133;20,113,133;20,113,133;33,11,188;
